city_id,hotel_name,hotel_lat,hotel_long,hotel_description,hotel_link,hotel_score
0,Le Relais Saint Michel,48.5898498,-0.6595795,Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. ,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.8
0,Les Terrasses Poulard,48.63619545,-1.509807566267728,"Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l'établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue. ",https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.3
0,La Mère Poulard,48.4002615,-1.314558,"Occupant un bâtiment historique, l'hôtel La Mère Poulard jouit d'un emplacement idéal au cœur du Mont-Saint-Michel. ",https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.0
0,Hotel De La Digue,48.6168379,-1.5111111,"L'hôtel De La Digue est un établissement traditionnel situé en Normandie, à seulement 5 minutes en navette ou à 30 minutes de marche du Mont-Saint-Michel. ",https://www.booking.com/hotel/fr/de-la-digue.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.1
0,Le Relais Du Roy,48.6163087,-1.5110769,"Le Relais Du Roy est un hôtel 3 étoiles situé au bord du Couesnon, à seulement 1,5 km du Mont Saint-Michel et à 50 mètres de la navette gratuite. ",https://www.booking.com/hotel/fr/le-relais-du-roy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.9
0,Mercure Mont Saint Michel,46.8794846,-0.899886,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de...",https://www.booking.com/hotel/fr/mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.2
0,Le Mouton Blanc,50.672049,1.5935606,"Situé au pied de l'abbaye, le Mouton Blanc Hotel vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables avec une décoration simple et accueillante. ",https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.0
0,La Vieille Auberge,47.2788268,4.2331272,"La Vieille Auberge vous accueille dans le village médiéval du Mont-Saint-Michel, à quelques pas de la célèbre abbaye du Mont-Saint-Michel. ",https://www.booking.com/hotel/fr/la-vieille-auberge-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.1
0,Hôtel Vert,48.6149102,-1.5093502,"Situé à 2 km du Mont-Saint-Michel, sur la côte normande, l'Hôtel Vert propose des chambres décorées dans des tons pastel dotées d'une salle de bains privative, d'une télévision ainsi que d'une...",https://www.booking.com/hotel/fr/vert.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,8.0
0,Hotel Gabriel,47.7456188,-3.3556912139494126,"L’Hotel Gabriel se trouve à 1,6 km du Mont-Saint-Michel. L’établissement est à seulement 25 minutes à pied des remparts de la vieille ville. ",https://www.booking.com/hotel/fr/hotel-gabriel.fr.html?aid=304142&label=gen173nr-1FCAQoggJCH3NlYXJjaF9tb250IHNhaW50IG1pY2hlbCBmcmFuY2VIDVgEaBWIAQGYAQ24ARjIAQ3YAQHoAQH4AQOIAgGoAgS4AqWegpwGwAIB0gIkZmUyMDRjZTYtZWNhNS00ZWFiLTg3Y2EtZDFmY2FhNTI3MDg02AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=256844d22e880188&srepoch=1669369638&from=searchresults#hotelTmpl,7.9
